DesignName,L/B_SynthWns,L/P_SynthWns,L/B_PlaceWns,L/P_PlaceWns,L/B_RouteWns,L/P_RouteWns,PATH_TYPE,REQUIREMENT,PATH_DELAY,LOGIC_DELAY,NET_DELAY,SKEW,WNS,ClockRelationship,LOGIC_LEVELS,LOGICAL_PATH,STARTPOINT_CLOCK,ENDPOINT_CLOCK,STARTPOINT_PIN,ENDPOINT_PIN,COMB_DSP,DOA_REG,DOB_REG,MREG,PREG,BRAM_CROSSINGS,DSP_CROSSINGS,IO_CROSSINGS,CONFIG_CROSSINGS,SLR_CROSSINGS,BOUNDING_BOX_SIZE,CLOCK_REGION_DISTANCE,PBLOCKS,HIGH_FANOUT,CUMULATIVE_FANOUT,DONT_TOUCH,MARK_DEBUG,FIXED_LOC,FIXED_ROUTE,HOLD_FIX_DETOUR,COMBINED_LUT_PAIRS,End Point Clock,clk,INITWNS,PLACEWNS,PREROUTEWNS,ROUTEWNS,WNSDIFF,ROUTEWNSDIFF,PREROUTEWHS,ROUTEWHS,PREROUTETHS,ROUTETHS,WHSDIFF,THSDIFF,DP_STARTWL,DP_ENDWL,% WLVAR,NORTHPLACECONG,NORTHROUTECONG,NORTHCONGDIFF,SOUTHPLACECONG,SOUTHROUTECONG,SOUTHCONGDIFF,EASTPLACECONG,EASTROUTECONG,EASTCONGDIFF,WESTPLACECONG,WESTROUTECONG,WESTCONGDIFF,CLK,ArpIcmpTop_clk,fft_gen_top_clk,oam_clk_0,oam_clk_1,oam_clk_10,oam_clk_11,oam_clk_12,oam_clk_13,oam_clk_14,oam_clk_15,oam_clk_16,oam_clk_17,oam_clk_2,oam_clk_3,oam_clk_4,oam_clk_5,oam_clk_6,oam_clk_7,oam_clk_8,oam_clk_9,MMCME2_ADV_inst_n_6_BUFG_inst_n_0,input_paths,ref_clk_in,**async_default**,TcpIp6Top_clk,clock,proc_clk_pin,rx_clk_pin,sys_clk_pin,tx_clk_pin,filter_clk,multi_lut_clk,ram_clk,s1_clk,chip_n_clk_pad,hydra_clk1,i_clk,i_clock,i_sdclock_25,i_sdclock_50,i_sd_clock,clk_mmcm,**default**,clkout1,clkout2,clkout0,apb_clock,FSL_Clk,ClkVfag,clk0_sys,clk10_rx,clk10_sys,clk11_sys,clk12_sys,clk13_sys,clk14_sys,clk15_sys,clk16_sys,clk17_sys,clk18_sys,clk19_sys,clk1_sys,clk2_sys,clk3_sys,clk4_sys,clk5_sys,clk6_sys,clk7_sys,clk8_sys,clk9_sys,clk_core,clk_mrisc,XCLK,clk1x,clk2x,mii_rxc,pif_clk,sonet_rxc,sonet_txc,core_clk,pipe_clk,pci_clk,tck,mrx_clk_pad_i,mtx_clk_pad_i,clk_int,mclk_i,PAD_MEM_CLK,clk_channel_i,clk_proc_i,iwb_clk_i,TS_clock,aclk,CLK_33,global_90_mhz,p_sys_pll_ref_clk,pad_clk106,clk_tick,TxTop,WRAPPER_CLOCK,rx_clk,clock_54
Ixia_Reefport_ORG_TIMING,0.821,1.000,0.719,1.000,0.724,1.000,HOLD,0.00000,0.28100,0.281(100%),0.000(0%),0.25400,0.02100,Safely Timed,0,DSP_A_B_DATA->DSP_A_B_DATA,TxTop,TxTop,DSP_A_B_DATA/CLK,DSP_A_B_DATA/BCIN[0],0,0,0,0,0,0,0,0,0,0,0%x1%,"0,1",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.12900,0.02100,-17.91600,0.00000,0.15000,17.91600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ClkMem[1],-,-,-
Ixia_Reefport_ORG_TIMING,0.821,1.000,0.719,1.000,0.724,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000007,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xc8k430t_dsp_design1_swapps_temp_v7,1.410,1.000,0.976,1.000,0.981,1.000,SETUP,2.00000,4.80100,1.860(39%),2.941(61%),-0.24900,-3.04100,Safely Timed,9,DSP_M_DATA->DSP_ALU->DSP_OUTPUT->LUT6->MUXF7->MUXF8->LUT6->MUXF7->MUXF8->LUT5->FDRE,clkout0,clkout0,DSP_M_DATA/CLK,FDRE/D,2,0,0,2,0,2,3,0,0,0,15%x25%,"0,1",0,1,6,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xc8k430t_dsp_design1_swapps_temp_v7,1.410,1.000,0.976,1.000,0.981,1.000,HOLD,0.00000,0.28100,0.281(100%),0.000(0%),0.25900,0.01600,Safely Timed,0,DSP_A_B_DATA->DSP_A_B_DATA,clkout0,clkout0,DSP_A_B_DATA/CLK,DSP_A_B_DATA/BCIN[0],0,0,0,0,0,0,0,0,0,0,0%x1%,"0,1",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xc8k430t_dsp_design1_swapps_temp_v7,1.410,1.000,0.976,1.000,0.981,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
compass_eos_reorder_cr_778364,-,1.000,-,1.000,-,1.000,SETUP,4.40000,4.73000,0.116(3%),4.614(97%),-0.03500,-0.34000,Safely Timed,0,FDRE->FDRE,WRAPPER_CLOCK,WRAPPER_CLOCK,FDRE/C,FDRE/D,0,0,0,0,0,7,1,0,0,0,34%x29%,"1,2",0,256,256,0,0,0,0,0,0,-,-,0.41000,0.19900,0.24360,-0.34000,0.04460,-0.58360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
compass_eos_reorder_cr_778364,-,1.000,-,1.000,-,1.000,HOLD,0.00000,0.14500,0.048(34%),0.097(66%),0.06100,0.02800,Safely Timed,0,FDRE->FDRE,WRAPPER_CLOCK,WRAPPER_CLOCK,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,2,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.13100,0.03000,-83.60500,0.00000,0.16100,83.60500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1481,-,-
compass_eos_reorder_cr_778364,-,1.000,-,1.000,-,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000247,0.000245,-0.816326531,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
multi_channel_processor,-,1.000,-,1.000,-,1.008,SETUP,7.23800,7.40000,0.379(6%),7.021(94%),0.10500,-0.17400,Safely Timed,2,FDCE->LUT5->LUT5->FDCE,clk_channel_i,clk_channel_i,FDCE/C,FDCE/CLR,0,0,0,0,0,8,2,1,0,0,38%x13%,"2,1",0,256,385,0,0,0,0,0,0,-,-,0.11500,0.51500,0.41460,-0.15400,-0.10040,-0.56860,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
multi_channel_processor,-,1.000,-,1.000,-,1.008,HOLD,0.00000,0.16700,0.079(48%),0.088(52%),0.09500,0.01600,Safely Timed,1,FDCE->LUT5->FDCE,clk_channel_i,clk_channel_i,FDCE/C,FDCE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.12000,0.01700,-10.78200,0.00000,0.13700,10.78200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,368,-,-,-,-,-,-,-,-,-,-,-,2094,-
multi_channel_processor,-,1.000,-,1.000,-,1.008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000348,0.000338,-2.958579882,4,5,1,5,2,-3,6,3,-3,2,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
softjin_multi_channel_sd_encoder_v7,1.031,1.000,0.989,1.000,-,1.000,SETUP,4.87000,5.22900,1.961(38%),3.268(62%),-0.09000,-0.42500,Safely Timed,9,FDCE->CARRY8->LUT6->CARRY8->CARRY8->LUT3->CARRY8->CARRY8->LUT3->CARRY8->FDCE,clock_54,clock_54,FDCE/C,FDCE/D,0,0,0,0,0,2,0,0,0,0,2%x2%,"0,0",0,32,47,0,0,0,0,0,0,-,-,-0.25600,-0.54100,-0.49970,-0.42200,0.04130,0.07770,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
softjin_multi_channel_sd_encoder_v7,1.031,1.000,0.989,1.000,-,1.000,HOLD,0.00000,0.12500,0.125(100%),0.000(0%),0.00000,0.00500,Safely Timed,0,SRLC32E->SRL16E,apb_clock,apb_clock,SRLC32E/CLK,SRL16E/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.10400,-0.00400,-6.63700,-0.00600,0.10000,6.63100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
softjin_multi_channel_sd_encoder_v7,1.031,1.000,0.989,1.000,-,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000084,0.000088,4.545454545,1,0,-1,1,1,0,0,1,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
forge_rtl_des,-,1.000,-,1.000,-,1.000,SETUP,1.94000,2.41800,0.296(13%),2.122(87%),-0.15400,-0.60700,Safely Timed,3,FDRE->LUT2->LUT6->LUT2->FDRE,ref_clk_in,ref_clk_in,FDRE/C,FDRE/D,0,0,0,0,0,2,5,0,0,0,26%x11%,"1,1",0,19,25,0,0,0,0,0,0,-,-,0.37300,-0.74700,-0.76110,-0.60700,-0.01410,0.15410,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
forge_rtl_des,-,1.000,-,1.000,-,1.000,HOLD,0.00000,0.12500,0.125(100%),0.000(0%),0.00000,0.00500,Safely Timed,0,SRLC32E->SRL16E,ref_clk_in,ref_clk_in,SRLC32E/CLK,SRL16E/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.10500,-0.00400,-3.60500,-0.05700,0.10100,3.54800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
forge_rtl_des,-,1.000,-,1.000,-,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.10500,-0.00400,-3.60500,-0.05700,0.10100,3.54800,0.000134,0.000127,-5.511811024,0,2,2,2,0,-2,4,3,-1,2,1,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
