DesignName,L/B_SynthWns,L/P_SynthWns,L/B_PlaceWns,L/P_PlaceWns,L/B_RouteWns,L/P_RouteWns,PATH_TYPE,REQUIREMENT,PATH_DELAY,LOGIC_DELAY,NET_DELAY,SKEW,WNS,ClockRelationship,LOGIC_LEVELS,LOGICAL_PATH,STARTPOINT_CLOCK,ENDPOINT_CLOCK,STARTPOINT_PIN,ENDPOINT_PIN,COMB_DSP,DOA_REG,DOB_REG,MREG,PREG,BRAM_CROSSINGS,DSP_CROSSINGS,IO_CROSSINGS,CONFIG_CROSSINGS,SLR_CROSSINGS,BOUNDING_BOX_SIZE,CLOCK_REGION_DISTANCE,PBLOCKS,HIGH_FANOUT,CUMULATIVE_FANOUT,DONT_TOUCH,MARK_DEBUG,FIXED_LOC,FIXED_ROUTE,HOLD_FIX_DETOUR,COMBINED_LUT_PAIRS,End Point Clock,clk,INITWNS,PLACEWNS,PREROUTEWNS,ROUTEWNS,WNSDIFF,ROUTEWNSDIFF,PREROUTEWHS,ROUTEWHS,PREROUTETHS,ROUTETHS,WHSDIFF,THSDIFF,DP_STARTWL,DP_ENDWL,% WLVAR,NORTHPLACECONG,NORTHROUTECONG,NORTHCONGDIFF,SOUTHPLACECONG,SOUTHROUTECONG,SOUTHCONGDIFF,EASTPLACECONG,EASTROUTECONG,EASTCONGDIFF,WESTPLACECONG,WESTROUTECONG,WESTCONGDIFF,CLK,ArpIcmpTop_clk,fft_gen_top_clk,oam_clk_0,oam_clk_1,oam_clk_10,oam_clk_11,oam_clk_12,oam_clk_13,oam_clk_14,oam_clk_15,oam_clk_16,oam_clk_17,oam_clk_2,oam_clk_3,oam_clk_4,oam_clk_5,oam_clk_6,oam_clk_7,oam_clk_8,oam_clk_9,MMCME2_ADV_inst_n_6_BUFG_inst_n_0,input_paths,ref_clk_in,**async_default**,TcpIp6Top_clk,clock,proc_clk_pin,rx_clk_pin,sys_clk_pin,tx_clk_pin,filter_clk,multi_lut_clk,ram_clk,s1_clk,chip_n_clk_pad,hydra_clk1,i_clk,i_clock,i_sdclock_25,i_sdclock_50,i_sd_clock,clk_mmcm,**default**,clkout1,clkout2,clkout0,apb_clock,FSL_Clk,ClkVfag,clk0_sys,clk10_rx,clk10_sys,clk11_sys,clk12_sys,clk13_sys,clk14_sys,clk15_sys,clk16_sys,clk17_sys,clk18_sys,clk19_sys,clk1_sys,clk2_sys,clk3_sys,clk4_sys,clk5_sys,clk6_sys,clk7_sys,clk8_sys,clk9_sys,clk_core,clk_mrisc,XCLK,clk1x,clk2x,mii_rxc,pif_clk,sonet_rxc,sonet_txc,core_clk,pipe_clk,pci_clk,tck,mrx_clk_pad_i,mtx_clk_pad_i,clk_int,mclk_i,PAD_MEM_CLK,clk_channel_i,clk_proc_i,iwb_clk_i,TS_clock,aclk,CLK_33,global_90_mhz,p_sys_pll_ref_clk,pad_clk106,clk_tick,TxTop,WRAPPER_CLOCK,rx_clk,clock_54
Adtran_Cherub_k7_ORIG_TIMING,0.944,1.000,0.926,0.926,0.939,0.942,SETUP,2.00000,2.00600,0.117(6%),1.889(94%),0.09400,-0.51000,Safely Timed,0,FDRE->RAMB36E2,clk2x,clk2x,FDRE/C,RAMB36E2/DINBDIN[1],0,0,0,0,0,2,6,1,0,0,26%x22%,"1,1",0,6,6,0,0,0,0,0,0,-,-,-0.59600,-0.58700,-0.58740,-0.51000,-0.00040,0.07740,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adtran_Cherub_k7_ORIG_TIMING,0.944,1.000,0.926,0.926,0.939,0.942,HOLD,0.00000,0.12500,0.125(100%),0.000(0%),0.00000,0.00500,Safely Timed,0,SRLC32E->SRL16E,clk1x,clk1x,SRLC32E/CLK,SRL16E/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.15500,-0.00400,-35.04200,-0.27100,0.15100,34.77100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adtran_Cherub_k7_ORIG_TIMING,0.944,1.000,0.926,0.926,0.939,0.942,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000099,0.000106,6.603773585,1,2,1,0,2,2,0,1,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
oam_zigzag_24x_pl,1.000,1.000,1.028,1.152,1.080,1.064,SETUP,4.44000,4.31800,1.383(33%),2.935(67%),-0.54100,-0.85600,Safely Timed,0,RAMB36E2->RAMB36E2,clk,clk,RAMB36E2/CLKARDCLK,RAMB36E2/DINADIN[0],0,0,0,0,0,2,3,1,0,0,14%x64%,"1,3",0,25,25,0,0,0,0,0,0,-,-,-0.44600,-1.05100,-1.09020,-0.85600,-0.03920,0.23420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
oam_zigzag_24x_pl,1.000,1.000,1.028,1.152,1.080,1.064,HOLD,0.00000,0.16600,0.079(48%),0.087(52%),0.08100,0.02900,Safely Timed,1,FDRE->LUT6->FDRE,clk,clk,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,2,0,0,0,0,0,0,0,71,-,-,-,-,-,-,-0.10800,0.03000,-27.77500,0.00000,0.13800,27.77500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
oam_zigzag_24x_pl,1.000,1.000,1.028,1.152,1.080,1.064,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000059,0.00006,1.666666667,0,0,0,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eos_wrapper,1.000,1.000,0.926,1.000,1.000,1.000,SETUP,3.08000,2.76700,0.115(5%),2.652(95%),-0.13000,0.06500,Safely Timed,0,FDPE->FDRE,sonet_txc,sonet_txc,FDPE/C,FDRE/R,0,0,0,0,0,0,0,0,0,0,0%x3%,"0,0",0,1312,1312,0,0,0,0,0,0,-,-,0.17200,0.21900,0.18610,0.06600,-0.03290,-0.12010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eos_wrapper,1.000,1.000,0.926,1.000,1.000,1.000,HOLD,0.00000,0.15300,0.048(32%),0.105(68%),0.09700,0.02700,Safely Timed,0,FDRE->RAMB18E2,sonet_txc,sonet_txc,FDRE/C,RAMB18E2/DINPADINP[0],0,0,0,0,0,1,0,0,0,0,1%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.11200,0.03000,-13.37700,0.00000,0.14200,13.37700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,188,530,2609,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eos_wrapper,1.000,1.000,0.926,1.000,1.000,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000034,0.000036,5.555555556,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cadence_dothill_k7_ORIG_TIMING,1.064,1.000,0.946,1.000,1.031,1.000,SETUP,2.74000,4.02400,1.229(31%),2.795(69%),-0.12200,-1.48800,Safely Timed,10,FDCE->LUT2->LUT6->LUT3->CARRY8->CARRY8->LUT3->LUT6->LUT6->LUT5->LUT5->FDPE,core_clk,core_clk,FDCE/C,FDPE/CE,0,0,0,0,0,0,0,0,0,0,2%x1%,"0,0",0,33,116,0,0,0,0,0,2,-,-,-2.68900,-1.60800,-1.46580,-1.46700,0.14220,-0.00120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cadence_dothill_k7_ORIG_TIMING,1.064,1.000,0.946,1.000,1.031,1.000,HOLD,0.00000,0.17200,0.078(46%),0.094(54%),0.09600,0.02000,Safely Timed,1,FDCE->LUT6->FDCE,core_clk,core_clk,FDCE/C,FDCE/D,0,0,0,0,0,0,0,0,0,0,1%x0%,"0,0",0,1,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.08600,0.02100,-2.11100,0.00000,0.10700,2.11100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cadence_dothill_k7_ORIG_TIMING,1.064,1.000,0.946,1.000,1.031,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000075,0.000073,-2.739726027,2,1,-1,1,1,0,1,0,-1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
oc_aquaopt_18,1.178,1.000,0.848,1.000,0.912,1.000,SETUP,8.21000,9.69300,5.206(54%),4.487(46%),-0.12600,-1.58500,Safely Timed,23,FDCE->LUT6->DSP_A_B_DATA->DSP_PREADD_DATA->DSP_MULTIPLIER->DSP_M_DATA->DSP_ALU->DSP_OUTPUT->DSP_ALU->DSP_OUTPUT->LUT5->CARRY8->CARRY8->LUT6->CARRY8->CARRY8->CARRY8->LUT5->LUT4->LUT6->LUT6->LUT6->LUT5->LUT6->FDRE,CLK,CLK,FDCE/C,FDRE/D,8,0,0,0,0,1,5,0,0,0,5%x3%,"0,0",0,206,246,0,0,0,0,0,4,-,-,-2.58800,-1.69100,-1.65800,-1.58300,0.03300,0.07500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
oc_aquaopt_18,1.178,1.000,0.848,1.000,0.912,1.000,HOLD,0.00000,0.14700,0.048(33%),0.099(67%),0.05500,0.03000,Safely Timed,0,FDRE->RAMD32,CLK,CLK,FDRE/C,RAMD32/I,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,2,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.04300,0.03000,-0.41600,0.00000,0.07300,0.41600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
oc_aquaopt_18,1.178,1.000,0.848,1.000,0.912,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000048,0.00005,4,1,0,-1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cam_match,1.000,1.000,1.055,1.000,1.089,1.000,SETUP,2.52000,4.39100,0.654(15%),3.737(85%),-0.52200,-2.36900,Safely Timed,6,FDCE->LUT4->LUT6->LUT6->LUT6->MUXF7->LUT6->FDCE,ref_clk_in,ref_clk_in,FDCE/C,FDCE/D,0,0,0,0,0,2,8,1,0,0,30%x22%,"1,1",0,102,139,0,0,0,0,0,1,-,-,-0.22000,-2.12000,-2.08080,-2.32600,0.03920,-0.24520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cam_match,1.000,1.000,1.055,1.000,1.089,1.000,HOLD,0.00000,0.17500,0.048(28%),0.127(72%),0.07200,0.04700,Safely Timed,0,FDRE->FDCE,ref_clk_in,ref_clk_in,FDRE/C,FDCE/D,0,0,0,0,0,0,1,0,0,0,1%x0%,"0,0",0,4,4,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0.01900,0.04800,0.00000,0.00000,0.02900,0.00000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1341,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cam_match,1.000,1.000,1.055,1.000,1.089,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000096,0.000088,-9.090909091,4,1,-3,1,4,3,5,4,-1,3,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mentor_rb1_eight_cpu_can_v7,1.034,1.000,0.932,1.000,0.872,1.000,SETUP,5.22000,5.14600,0.929(19%),4.217(81%),-0.05000,-0.44000,Safely Timed,10,FDSE->LUT6->LUT4->LUT3->LUT6->LUT6->LUT5->LUT6->LUT3->LUT6->LUT5->RAMB36E2,clk,clk,FDSE/C,RAMB36E2/ADDRARDADDR[10],0,0,0,0,0,5,8,0,0,0,37%x18%,"1,1",0,61,126,0,0,0,0,0,5,-,-,-1.53200,-0.32600,-0.34170,-0.44000,-0.01570,-0.09830,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mentor_rb1_eight_cpu_can_v7,1.034,1.000,0.932,1.000,0.872,1.000,HOLD,0.00000,0.16800,0.078(47%),0.090(53%),0.08200,0.03000,Safely Timed,1,FDRE->LUT6->FDRE,clk,clk,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,2,0,0,0,0,0,1,0,15,-,-,-,-,-,-,-0.03300,0.03000,-0.62900,0.00000,0.06300,0.62900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mentor_rb1_eight_cpu_can_v7,1.034,1.000,0.932,1.000,0.872,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000056,0.000054,-3.703703704,1,1,0,1,0,-1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
oc_ethernet_25,1.043,1.000,0.958,1.000,1.018,1.000,SETUP,1.84000,2.83500,1.140(41%),1.695(59%),-0.11700,-1.19400,Safely Timed,6,FDCE->CARRY8->CARRY8->LUT4->CARRY8->LUT6->LUT5->FDCE,mrx_clk_pad_i,mrx_clk_pad_i,FDCE/C,FDCE/CE,0,0,0,0,0,0,1,0,0,0,2%x2%,"0,0",0,22,68,0,0,0,0,0,0,-,-,-1.24500,-1.22500,-1.19830,-1.19300,0.02670,0.00530,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
oc_ethernet_25,1.043,1.000,0.958,1.000,1.018,1.000,HOLD,0.00000,0.16300,0.064(40%),0.099(60%),0.07800,0.02900,Safely Timed,1,FDPE->LUT5->FDCE,mrx_clk_pad_i,mrx_clk_pad_i,FDPE/C,FDCE/D,0,0,0,0,0,0,0,0,0,0,1%x0%,"0,0",0,26,27,0,0,0,0,0,1,0,-,-,-,-,-,-,-,-0.08800,0.03000,-2.75900,0.00000,0.11800,2.75900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
oc_ethernet_25,1.043,1.000,0.958,1.000,1.018,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000029,0.00003,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xcku060_dsp_design_005_verilog_swapps_v7,1.006,1.000,0.989,1.000,1.015,1.000,SETUP,2.00000,1.73800,0.254(15%),1.484(85%),-0.37100,-0.74900,Safely Timed,1,FDRE->LUT4->RAMB18E2,clk_mmcm,clk_mmcm,FDRE/C,RAMB18E2/WEA[0],0,0,0,0,0,1,1,1,0,0,3%x6%,"1,0",0,23,29,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xcku060_dsp_design_005_verilog_swapps_v7,1.006,1.000,0.989,1.000,1.015,1.000,HOLD,0.00000,0.42900,0.104(25%),0.325(75%),0.08200,0.02700,Safely Timed,0,FDRE->SRL16E,clk_mmcm,clk_mmcm,FDRE/C,SRL16E/D,0,0,0,0,0,0,0,0,0,0,0%x1%,"0,0",0,2,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3698,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xcku060_dsp_design_005_verilog_swapps_v7,1.006,1.000,0.989,1.000,1.015,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
